gname,alias,ra,dec,glong,glat,plx,e_plx,mux_med,mux_std,muy_med,muy_std,vlsr_med,vlsr_std,x_mode,x_halfhpd,y_mode,y_halfhpd,z_mode,z_halfhpd,R_mode,R_halfhpd,Upec_mode,Upec_halfhpd,Vpec_mode,Vpec_halfhpd,Wpec_mode,Wpec_halfhpd,is_tooclose,is_outlier
G010.47+00.02,,272.1592875,-19.863961666666672,10.472275231547773,0.02718692730081781,0.11699999999999999,0.008,-3.860209142140443,0.1878817090486644,-6.399811331269321,0.13974937214334482,69.11441473360092,4.997927250534715,1.5571110748021835,0.10697446362741247,-0.2609916572478652,0.581862437027441,0.0038110769276503195,0.0032075742014955827,1.5149403284592096,0.12246390415504116,20.52941432501062,23.883647280167768,-26.966913164473354,9.169029857305546,18.7400440626105,7.371454974528685,1,0
G010.62-00.33,,272.57493708333334,-19.90129055555556,10.628762401846712,-0.33293427419314275,0.36200000000000004,0.076,-0.3601412289005408,0.3916184467377804,-1.8651100024396627,0.38004515947902306,-5.8987432260117885,5.03055510712211,0.46779140507430683,0.10682634903011684,5.673406129646434,0.5722476810855186,-0.013906726112433501,0.008873156251838096,5.6881469105950515,0.5569868225162127,-23.02415947735392,7.810848613174173,-16.085941561289758,9.23192245250047,1.3767002206316548,5.5914309052305775,0,1
G010.62-00.38,,272.61901166666667,-19.930204999999997,10.623443843526003,-0.3831828909830312,0.20199999999999999,0.019,-0.37351134266775454,0.5053517335518771,-0.5924232526580702,0.2533762343843984,-2.9901976529152074,4.978934870308672,0.8827802904576348,0.08490430992198056,3.4843431930312803,0.4529254456171723,-0.03131715088164286,0.006067124637233448,3.59082268882766,0.41406978318147125,-58.90410374879137,13.591927889419544,4.0706716947149175,10.046065862422285,9.096331223937028,10.957114646244314,1,0
G012.02-00.03,,273.00766666666664,-18.532166666666665,12.0253782206583,-0.031360968405016364,0.106,0.008,-4.109435396177836,0.11113451197995178,-7.754942629197989,0.2791758670293831,108.01078305733517,5.018779247639256,1.956423234373492,0.14875740280729188,-1.0077601856967164,0.6993438487363721,-0.005764841414569913,0.004325666300657841,2.017576553260482,0.39432244527912585,6.534622350697148,30.59816966659373,35.94276119186611,13.018570321580249,1.473909250672925,7.583096133989926,1,0
G015.66-00.49,,275.2489458333333,-15.552722222222224,15.665337907741975,-0.4989202772567488,0.22,0.028999999999999998,-1.1564820776056495,0.24059353977282638,-5.3005117489804885,0.29870241767660843,-3.9765244976290113,5.012844646890241,1.185402477797681,0.16113727866511374,3.9687044659501085,0.5768259927864885,-0.03735257286427326,0.008281985837279862,4.132850584083213,0.4986995225341819,-18.53687021048306,6.597821016030185,-89.44935480435993,11.050041161851453,-22.139532421167168,6.986748537155314,0,1
G016.86-02.15,,277.3517020833333,-15.267816944444444,16.863852816256305,-2.158718684011113,0.426,0.092,0.32780421076819666,0.48831556406118265,-2.4696732394519136,0.5521074661682943,17.00508346513738,3.014267320302506,0.6294193574155713,0.14577397456065933,6.104469194099174,0.47893339824523506,-0.07890428545535316,0.021538879030879948,6.136999190360001,0.4604370279979486,-4.146318996881945,7.3240501340125235,-8.874403154902723,9.909097255036514,-6.58396292450513,6.719860235022413,0,0
G017.02-02.40,,277.65122124999994,-15.241217777777774,17.021111438425848,-2.4026814379453247,0.531,0.10800000000000001,0.09993723787472744,0.6100030352988235,-2.7932053723829604,0.7624201604024148,21.98545377800508,2.9988956089187457,0.5135600377333942,0.11025107537480022,6.512367021104081,0.3623206889029156,-0.07237638805676283,0.019179028106543747,6.531419543871101,0.35122774571389215,5.0446291538784465,5.482372482313735,-7.956250147988953,10.411364992907416,-3.9296464658682595,6.485209783597021,0,0
G019.00-00.02,,276.4365741666667,-12.379412777777777,19.00861898230549,-0.02927879524970525,0.247,0.063,-1.7679477334580698,0.29372464587546954,-3.9983723751159195,0.41526923549921796,56.10885442684827,4.963171635560793,1.199606782631709,0.33180116955894,4.675026553678229,0.9615997040264794,-0.0007690677924689568,0.00668467697359176,4.803585722701644,0.7910356268998542,25.83135325207806,15.518131989739587,-32.403426151941744,12.023581819082636,3.176851603223895,6.752575234056415,0,1
G019.36-00.03,,276.607415,-12.06479638888889,19.36479458120437,-0.030218659385238107,0.35200000000000004,0.069,-1.1073067065446494,0.38462853387753293,-2.5001357360201193,0.456980159418458,26.96701657402427,3.0051828000612897,0.879689372224362,0.18243309723828777,5.683244491795908,0.5224487811980256,-0.0006636947246585756,0.007803760662272173,5.744477294931569,0.48451734690777126,-0.6585769108555724,8.410808231336333,-17.89319602024858,10.063107285481124,5.79350857537327,5.643015731627084,0,0
G019.49+00.11,,276.53820458333337,-11.880931666666665,19.495878629696847,0.11540813737933625,0.326,0.1,-3.597401734697796,0.42064254389828415,-8.222027007931489,1.0196355170876095,120.91327488750676,5.013811938056186,0.9186169953628684,0.31955823170391645,5.621628735664217,0.902653374201698,0.010999185352330638,0.007762364068087292,5.670285686943157,0.7791530472924841,119.3628566151257,10.183869837918188,-45.38413782371725,22.64535225459148,-0.21769684446937276,9.826397182816919,0,1
G022.35+00.06,,277.93383291666663,-9.370093333333333,22.356498100596557,0.06636008021647362,0.231,0.10800000000000001,-1.7052514937803633,0.28023377930758203,-3.9028618684682916,0.3104004600563201,79.96180527699059,4.989107159036581,1.3734677319296569,0.7259037732705527,4.8682920060883035,1.764279793710969,0.008350194296582958,0.007394925497167429,4.975898851999903,1.0834979450892204,41.6057638129555,35.56994228856013,-10.554489083029495,16.822520517468618,3.507167422700377,7.042288072438353,0,1
G023.25-00.24,,278.63016541666667,-8.713140555555555,23.25666790847797,-0.2405330629180043,0.16899999999999998,0.051,-1.7241996081750084,0.2311473275238161,-4.09413259893655,0.2773788506403626,62.993088921280695,3.0072581031104786,2.0756421355699377,0.6762222750640035,3.3618425989136895,1.570443373524629,-0.02222238859083009,0.010780535982505418,3.4880949942226414,0.5439808432954027,6.2775088310224305,64.9283429975295,-32.42548922638795,17.85134484839466,-0.9276080103274467,7.728017320938584,1,0
G023.43-00.18,,278.66327916666665,-8.523723611111112,23.4398747758758,-0.18234046517464125,0.17,0.032,-1.930484918522,0.15034210641812543,-4.109704647148456,0.13003483068666633,96.94815661207579,3.0235211475092614,2.177410266610112,0.43572860731295704,3.151956057530871,1.0048490182985574,-0.015580460173705693,0.0076422071447529855,3.3341184504728676,0.363948625878052,15.647346690909501,34.000420878224425,-5.624965110610901,9.826251430280387,2.8525699487804985,4.3671212893482085,1,0
G023.70-00.19,,278.80150416666663,-8.29431388888889,23.70648140903539,-0.198089487895776,0.161,0.024,-3.172596749293869,0.18026897991225324,-6.3786651620181996,0.20889734061364595,72.95946348160903,5.009673407254519,2.362502833102223,0.37242563210598956,2.7797806550537834,0.849039114034297,-0.01941365425732585,0.007241811188176199,3.3333639407836166,0.23775355853709756,52.33787707590922,11.73102787369072,-54.98978441973874,10.413081288648144,4.53400577657165,5.719701139358376,1,0
G024.78+00.08,,279.0523391666667,-7.203011111111112,24.789784460044235,0.08328615497898524,0.15,0.016,-2.6220075574373096,0.15920073736574714,-5.08471102184543,0.2011882659936947,110.9864849952819,3.002092079484342,2.7964760667690216,0.2983527203766352,2.136046239313327,0.6436778601373623,0.010720116815383955,0.006392229933787972,3.4499716321474803,0.10795196402318008,8.427765594565244,23.317788494806408,-4.929988232865341,7.301180997696608,7.994236561088297,5.4238369299701255,1,0
G024.85+00.08,,279.07661125,-7.147453888888888,24.85019363114266,0.08744403115578879,0.17600000000000002,0.016,-2.413951393603812,0.19222195876200782,-5.229552696243051,0.25938796130066133,111.02356419298283,4.957079470886771,2.3505408893814486,0.2158496350356638,3.1033425507237973,0.4691184576461551,0.010675251097039665,0.006364993444864651,3.8696820134099754,0.22711324353577478,38.22027580717048,14.791488719542194,-4.729934411860249,8.323325396345352,0.8706359354346418,5.702533441701911,1,0
G025.70+00.04,,279.51310416666666,-6.404219444444445,25.709476412638782,0.04382484083429205,0.098,0.028999999999999998,-2.8877112198447614,0.10972345982786273,-6.204652249809663,0.3583832439757216,93.1201861879668,4.982692233079637,3.953975249651942,1.2791352446296909,-0.03129752019837895,2.6579544897161824,0.00713994048849903,0.009851884351179188,3.9422131752854375,1.3923062679179812,-56.19824002654055,35.10310891961581,-12.855108667885489,36.635305094353164,-3.448753569681827,10.600538120783767,1,0
G027.36-00.16,,280.4627375,-5.028734166666666,27.365018755523895,-0.16583551744408356,0.125,0.042,-1.8101083500983277,0.10972719961483623,-4.112020432929819,0.2720236980412419,91.98194186283192,3.0151246378081407,3.1997350964509526,1.1748059119063137,2.013782740577497,2.2722296479850854,-0.018865263190158577,0.011974693238071321,3.991887540322349,0.7028720419024606,-127.63404675615661,58.078151520505585,-12.782926943306933,32.93193060213725,-1.2057986043338929,7.243998948808617,1,0
G029.86-00.04,W43S,281.4982116666667,-2.7518280555555554,29.86235404758307,-0.04430388038070352,0.221,0.03,-2.333404331726602,0.2608371744672426,-5.4697231515931755,0.3107071619936155,100.9622458560248,3.004994538916787,2.1654383106798356,0.3087178371036742,4.39371304335053,0.5368540521361493,-0.0010884600568419334,0.007502135568602745,4.886469200028717,0.32896563870377316,49.63378791139915,11.550662520025043,-4.620167694003033,8.087829372925288,-1.2526301745165043,6.1440363430252845,0,1
G029.98+00.10,,281.41650916666663,-2.5757169444444443,29.981786908873673,0.10870528029669776,0.156,0.01,-0.9366757935304151,0.32143816226966276,-3.490155743046287,0.3207016835469815,109.13746326722531,9.992832435728001,3.198519626240598,0.20267815287977586,2.634345987168743,0.35239724425966523,0.01334324528488165,0.00732338361494516,4.1078897038704305,0.05718418247567403,-60.04881753711969,19.167638681221675,13.764016232141131,13.796796396379442,-14.716575725827987,9.959488468512705,0,1
G030.19-00.16,,281.7627908333333,-2.5100744444444443,30.19808488637404,-0.16914209901434926,0.212,0.01,-2.081095061734319,0.22170908604691655,-3.7976518433054,0.2481719328816114,108.00901450104953,3.010506522881291,2.374217581487745,0.11426313934857868,4.106503986605484,0.19880678979794153,-0.01194589269428458,0.0073947643813742775,4.734305510487003,0.11545327465300215,14.97436855573607,8.189949788106757,19.211282298682455,7.736607442009554,9.801935050741687,5.156547775779046,0,1
G030.22-00.18,,281.7845745833334,-2.4914805555555555,30.22456064109808,-0.18002336531163532,0.284,0.032,-0.8654813537555177,0.3087127792684241,-4.706581471515332,0.3352126511434408,113.03492320095744,3.0296139833897993,1.7330926923149548,0.19828200383655914,5.183225900528001,0.3411268944202055,-0.00915529974541146,0.008099193994756376,5.457129002176254,0.25930197516676756,52.13406385991223,9.190873326126045,24.63927026600323,8.397157333012919,-14.583880755419173,6.016379731026628,0,1
G030.41-00.23,,281.91982875,-2.3419186111111108,30.41930414667541,-0.23203670427991155,0.253,0.021,-1.981530707536023,0.2803433368510124,-4.069821372383403,0.29217842115218406,102.9118690625819,2.9971231576327613,1.9831742284694875,0.16698107428004194,4.809652899536328,0.28526263955381026,-0.012547943732856622,0.007835111295786174,5.150118424071764,0.19970359490432577,35.277807201713486,8.768969051603483,15.533757028029424,8.214068312886097,6.997857040592358,5.3791466829479155,0,1
G030.78+00.20,,281.70035999999993,-1.814985,30.78812070099201,0.2035512648483566,0.14,0.032,-1.847145426460664,0.15995449559336364,-3.9093156524981847,0.19157814681179006,82.08181434411108,4.9732800400346395,3.3384976687757804,0.8132790894946456,2.611236985200698,1.3676922305282453,0.02668831724631496,0.009553211485023128,4.298843868017388,0.2329588294507925,-61.00729851124625,41.1927129533299,-15.73899265361733,23.559472035343774,3.957666540265336,6.039531604683106,0,1
G030.81-00.05,,281.94572958333333,-1.9073377777777776,30.817836048306493,-0.05681146368102075,0.321,0.037000000000000005,-2.344312602258082,0.35214681290406685,-5.6618982196478225,0.35291377858189543,104.98781625682416,5.007150564184656,1.553910328642993,0.18356869986533764,5.568281119564072,0.3106581712612182,-0.0008857037367630792,0.008269133849768648,5.77843679522787,0.2470135606539623,68.55741408996985,6.5483198358194485,6.2851399469666305,9.356759051259273,0.3294341344595644,5.362350315962136,0,1
G032.74-00.07,,282.84109333333333,-0.2017277777777778,32.743998601016735,-0.07561954326359703,0.126,0.016,-3.14910780050525,0.27482551313795556,-6.0974741384723,0.29001597583506933,37.069515790419615,9.985977524571302,4.139080645374379,0.552931226777662,1.7402749768899355,0.859230722638566,-0.009113637884345487,0.009119516256584595,4.46539406119864,0.176891227430366,17.29313779118369,11.99932868240085,-58.36090421445654,15.89028377339919,7.80700177593117,10.74152977895935,0,1
G032.79+00.19,,282.62805416666663,-0.033133333333333334,32.796902748742106,0.19085880269231165,0.10300000000000001,0.031,-2.939620216253207,0.24391906199068114,-6.06593985295355,0.2500954028867766,16.04643517213907,9.993091019092768,4.608735151831127,1.509441304202628,1.0518503945518631,2.342320960783054,0.02959265151287316,0.013489170361523766,4.773556856524097,1.1787617722018062,13.15783144648939,11.463108987384633,-71.46180508453989,48.939075055110216,3.2959436596902663,12.054132312468482,0,1
G033.39+00.00,,283.061005,0.41510388888888894,33.39324682286976,0.009930293754734969,0.113,0.028999999999999998,-2.4810057397464247,0.12833345827057174,-5.358865371218919,0.12988012453924938,101.88852792206652,4.995304430251146,4.382415437982886,1.245507301095714,1.5251954845596316,1.8909249834147328,0.0010301381166694934,0.010431200039615368,4.711376584418209,0.7495213960233387,-73.85312323518767,35.177502371100516,0.02134549541386832,15.081703625659298,-0.905617823043869,6.292115571832483,0,1
G036.11+00.55,,283.8199695833333,3.084831111111111,36.11515249562877,0.552417516017583,0.24600000000000002,0.055999999999999994,-1.4093363868338733,0.2586700713926676,-3.7635628176223683,0.26641495876563037,74.90515451960863,4.993305363833339,2.2127070947697076,0.5355066605873562,5.138550354511674,0.7338906185598084,0.04003378875578281,0.012390561066041228,5.53701154870558,0.39786727599122607,3.810274027850852,20.922953707690624,6.679831351903275,11.96168263722106,0.3620517700598427,5.654736714675085,0,0
G037.47-00.10,,285.0297625,3.9980486111111113,37.478995245362846,-0.10479699963239833,0.08800000000000001,0.03,-2.629279516071345,0.07072303141285508,-6.189804213811788,0.15056759375045636,57.95811123063521,3.0122307532386654,6.094114815371931,2.23907307248718,0.2385509261587444,2.920706537369947,-0.018018727085406333,0.017019615259356816,5.861439448648068,2.081079450580673,-20.051168124079567,15.673937773358716,-4.99687760021326,67.64548727085686,-14.598200907895006,10.208732871532192,0,1
G038.03-00.30,,285.4602816666666,4.4052500000000006,38.03751439318483,-0.3003079837677448,0.095,0.022000000000000002,-3.0099741178139507,0.059168054754223744,-6.19808581066199,0.10913587097393236,60.0100662555013,2.9890353989998344,5.980249014258682,1.492252736820848,0.528258649594278,1.9060539651074322,-0.050333384881592225,0.01913682206730323,5.759099355925179,1.299136111814978,-6.235892892182761,13.218037826079877,-2.2061379345519896,44.5801177085916,-0.24298356970643908,4.368900556980876,0,1
G040.62-00.13,,286.50678666666664,6.776705555555554,40.62252629485976,-0.1383352018401078,0.08,0.021,-2.6884532093326845,0.09048518230303561,-5.6014532768788285,0.24895940104306874,30.980385358365005,3.0104112870937847,7.288599444673754,2.0527874657195015,-0.33901167714759595,2.4050094730287768,-0.026177256724587206,0.019107601282339653,7.02141047525023,2.189771373598446,-17.388795061035623,10.099474713956852,-10.737644438499828,64.89979035636976,-2.1596372900507106,9.103541586879771,0,1
G049.41+00.32,,290.2467075,14.780448055555556,49.41561779563076,0.32574685738368936,0.132,0.031,-3.148967032883413,0.1712336746926577,-4.476046123324897,0.6621380637419819,-12.082148751438217,5.002185599582191,5.286725340986752,1.303067374513724,3.632720733224268,1.1168301162422392,0.04437483185805911,0.015632423631061813,6.404090209045032,0.4742995496883218,-15.109587246270195,19.791189815028957,-70.44222926705962,17.08198129788065,31.74993935510537,13.916690910264357,0,1
G049.48-00.36,W51IRS2,290.9159333333333,14.518041666666667,49.48941604341323,-0.36896760360851205,0.195,0.071,-2.4903916156357884,0.13884562916332627,-5.509270938643615,0.16004546079595908,56.00402219670071,2.996403302644506,3.3305335110392256,1.408152953142593,5.323151585313944,1.2053968758188223,-0.027059845779245584,0.017478870473954577,6.3509734804255356,0.36132201943568765,8.962673222727076,15.622891611601489,-1.787279424502639,15.224989264346963,-0.40955596532185723,5.268669529832927,0,0
G073.65+00.19,,304.09138333333334,35.60169277777778,73.65270776749108,0.19422771072774792,0.075,0.02,-2.309322442374035,0.169708713942687,-4.201742613787812,0.23025873613879186,-76.0526855684951,10.049372692025166,11.365796340977788,3.3019887397923107,4.843497221046903,0.9699710866265123,0.045221003970907725,0.029273308025611587,12.227951794337805,2.741321374598334,17.266634837554722,12.16617956800196,21.625472935878292,69.83517486178859,-15.494376404688296,14.59522295422741,0,1
G074.56+00.84,IRAS20143+3634,304.05567375,36.72608888888889,74.5695888585289,0.8457682350457756,0.36700000000000005,0.083,-2.9878710899687784,0.8070787234750507,-4.375072996359445,0.9785086539638267,-1.0107959452980504,5.090720461931771,2.4275031713617468,0.5710233293783762,7.506525926684711,0.16233497954060905,0.04408639084663353,0.015083774863581244,7.90892026383409,0.07297897608424853,-2.307104354316948,12.409089488593452,-13.278558376436138,9.170096033282272,7.705732679748152,11.722584921495987,0,0
G078.12+03.63,IRAS20126+4104,303.608625,41.225747222222225,78.12233662267856,3.6327523931431576,0.645,0.03,-2.0611457944732017,0.8405965634203636,1.002001468950867,0.8523046825074841,-5.992728762712171,4.979278369644406,1.5081474824967172,0.07086499415882741,7.863664019761927,0.03311303055064929,0.10219092436662816,0.01228132494259393,8.003792852303885,0.028666442818752635,-33.58677550806334,6.743032258147412,-16.62752509201868,8.604397343566166,23.19634971713394,6.388068881202777,0,1
G098.03+01.44,,325.756,54.93827777777778,98.03586484832444,1.4459922020451168,0.366,0.161,-3.2785645293598398,1.0083619315752577,-0.6214747621757941,0.9961847425872068,-60.91037061114125,4.9743021560713085,2.2996081613498682,1.1866312358499682,8.508480477320687,0.17542271211141625,0.06597830991358682,0.03541063836942801,8.868273845154535,0.5851939084005053,7.1878347093382615,14.155808804936832,-49.861500529112504,15.064770685365207,22.908869247092355,17.63530833602953,0,1
G108.59+00.49,,343.15964583333334,60.01441333333333,108.5946502956341,0.4917667373873994,0.405,0.033,-5.567840119546126,0.40034564386104055,-3.3998302695233273,0.39961625028874614,-51.89209245925265,5.010320231933704,2.3243285560269564,0.19472397225828564,8.955796452082465,0.07179279734694965,0.025064621587992227,0.013491177628590756,9.259017590305296,0.11572498539477216,46.87944270719822,5.065984639459721,-4.103779132387935,9.477909288880578,0.6532792207136389,4.8111052234260745,0,1
G110.19+02.47,IRAS22555+6213,344.37419166666666,62.496343611111115,110.19609843675,2.4761750374699742,0.314,0.07,-2.125124645381651,0.6866953152461567,-0.3189498689435226,0.7706038904492354,-62.96287554454507,4.988722945614189,2.7688368844384197,0.6483329760684491,9.199737378468855,0.24266983345852555,0.1340825481244436,0.034168301314416755,9.58621548871715,0.42550030488455803,7.494026715056997,10.940287703757217,-35.55350687411626,11.600964569233053,13.375763544493594,12.039099338035562,0,1
G111.23-01.23,,349.3366200000001,59.479713888888895,111.23496496800085,-1.2381963239292646,0.3,0.081,-4.367581762726521,0.6047599398329759,-2.389701505621208,0.6024959246471617,-53.0402396009117,10.034936959833832,2.82431903763968,0.8366141499177324,9.270908602484308,0.3250074307411781,-0.06157462299764338,0.02458865210833122,9.69120965581005,0.570124126873143,33.13511826428732,10.215058068130965,1.0018206636771438,21.322328931548242,-0.9619739657119339,10.368069359075506,0,0
G111.54+00.77,NGC7538,348.43899999999985,61.46959722222223,111.54212948994171,0.7769384028762917,0.37799999999999995,0.017,-2.449307142975231,0.40038103101669537,-2.439321307528817,0.39843427984616303,-56.996850038901265,4.975788107526889,2.4641704161598565,0.11195361326086117,9.144665864143507,0.053265074883363184,0.04077028342708605,0.013793091520636493,9.461851120463846,0.07708568835014962,18.15848276036729,5.319300455331877,-24.26244768991481,8.391456678935835,-8.933105981299683,5.159574757547809,0,1
G136.84+01.16,,42.39002916666666,60.80768888888888,136.84514450512646,1.167414630612131,0.47,0.115,0.41983903405872697,0.4946846231030147,-0.4292650976942799,0.5014496820378441,-42.03525754815346,5.0620060393168815,1.33467072353056,0.3526491724598231,9.603454416074348,0.378140956153306,0.04733366520832567,0.018473651187919743,9.680843444708124,0.4282692985839116,10.627273891372994,9.196439910192744,-19.306150427977933,8.349420763401266,5.58311051684224,5.365489424065792,0,0
G182.67-03.26,,84.86843666666667,24.94220722222223,182.6780127655037,-3.265397302996912,0.157,0.042,0.43827549059373117,0.3521244585064149,-0.4462917884961598,0.3614024565453724,-6.950033776903471,10.064079401801619,-0.2677702523696106,0.07790093333777859,13.896483224505674,1.6577124092401494,-0.31754980934917043,0.09666641933155873,13.900075404632428,1.6593541645659675,10.800650893893529,10.302797976176796,1.848514755041748,12.876181391751686,11.510652032650242,11.264430391033088,0,0
G188.79+01.03,IRAS06061-2151,92.2790625,21.84483333333333,188.79369548865986,1.0306622558850218,0.496,0.10300000000000001,-0.09639685319984845,0.5014380398588207,-3.9082477632800945,0.504399353770078,-4.946010821001595,4.9850203550042185,-0.28598437947249655,0.06327718891401679,10.036565998303184,0.41369743963540806,0.04418429575829863,0.01661837468859912,10.04408013951299,0.41131578586886874,13.95498988357345,5.5422717200759415,-19.382958536293245,10.15217597884319,-9.018630740191611,6.331228527185388,0,0
G000.31-00.20,G000.31-0.20,266.78795499999995,-28.77118833333334,0.3152592880390072,-0.20083724333908246,0.342,0.042,0.2045848388740919,0.38718124696487305,-1.7377637174905303,0.6380537832541142,17.9661029723725,3.0294848713780564,0.01587982083849528,0.002002075581335882,5.289459773299729,0.36410064409675513,-0.007660338528172248,0.007472817980663918,5.2895053632278834,0.36408641243192674,18.25782760872453,3.3094227959651477,-6.367036662779185,10.772446923552248,-6.964699154195756,6.893019842585302,0,0
G005.88-00.39,G005.88-0.39,270.1261670833333,-24.067937777777768,5.884193454612775,-0.3923617226509042,0.33399999999999996,0.02,0.1804067904946248,0.3398143001226488,-2.25574111367624,0.33829403269903263,9.026321521820034,4.916375600768662,0.3052334745728396,0.0185872743463667,5.219204184618844,0.1822650442172744,-0.01798278919401404,0.0074574478660535525,5.22855214571186,0.18129146655971784,-2.1611476774002334,5.21883926870627,-13.815076700183457,8.555212479709345,-9.27328059177201,5.055999346689912,0,0
G006.79-00.25,G006.79-0.25,270.49063541666663,-23.2095125,6.795315908924412,-0.2572553029452956,0.28800000000000003,0.021,-0.29935583209467653,0.3019147376917426,-1.303165862333774,0.30994480165289773,21.989309943694764,5.01038516672359,0.4071757508735332,0.030087372967256415,4.7471092383861295,0.2545752130525689,-0.0130826251636114,0.006834295510019834,4.764097873571857,0.25107633758456016,3.2251636320503927,5.63333041856894,-1.76458679825938,8.542746954229386,1.2657284536521267,5.1154067475508445,0,0
