gname,alias,ra,dec,glong,glat,plx,e_plx,mux,e_mux,muy,e_muy,vlsr,e_vlsr,Upec,Vpec,Wpec,is_tooclose,is_outlier
G027.36-00.16,,280.4627375,-5.028734166666666,27.3650187555239,-0.16583551744408356,0.125,0.042,-1.81,0.11,-4.11,0.27,92.0,3.0,-43.22341578750743,-12.9771296701104,-0.8196716586739043,1,0
G029.86-00.04,W43S,281.4982116666667,-2.7518280555555554,29.86235404758307,-0.04430388038070352,0.221,0.03,-2.33,0.26,-5.47,0.31,101.0,3.0,48.708571254733236,-4.03405482519878,-0.8118946826614923,0,1
G029.98+00.10,,281.41650916666663,-2.5757169444444443,29.98178690887367,0.10870528029669775,0.156,0.01,-0.94,0.32,-3.49,0.32,109.0,10.0,-61.72352586901271,14.590072091213557,-14.607933762677835,0,1
G030.19-00.16,,281.7627908333333,-2.5100744444444443,30.198084886374037,-0.16914209901434926,0.212,0.01,-2.08,0.22,-3.8,0.25,108.0,3.0,15.325041316554895,19.755808246601333,10.370013866438757,0,1
G030.22-00.18,,281.7845745833334,-2.4914805555555555,30.224560641098076,-0.18002336531163532,0.284,0.032,-0.87,0.31,-4.7,0.34,113.0,3.0,51.87854640865609,25.486008002376053,-14.581993655978813,0,1
G030.41-00.23,,281.91982874999997,-2.341918611111111,30.419304146675408,-0.23203670427991155,0.253,0.021,-1.98,0.28,-4.07,0.29,103.0,3.0,34.92312248593719,16.757601790072727,5.94150790351655,0,1
G030.78+00.20,,281.70035999999993,-1.8149849999999998,30.788120700992007,0.2035512648483566,0.14,0.032,-1.85,0.16,-3.91,0.19,82.0,5.0,-49.08401001629178,-17.536339308477523,4.001080924395741,0,1
G030.81-00.05,,281.9457295833334,-1.9073377777777778,30.817836048306496,-0.056811463681020746,0.321,0.037,-2.34,0.35,-5.66,0.35,105.0,5.0,68.34102023094243,7.937232295557436,0.7589847937737106,0,1
G032.74-00.07,,282.84109333333333,-0.2017277777777778,32.74399860101673,-0.07561954326359703,0.126,0.016,-3.15,0.27,-6.1,0.29,37.0,10.0,17.373946071193114,-60.24725205636085,8.792533678154927,0,1
G032.79+00.19,,282.62805416666663,-0.033133333333333334,32.79690274874211,0.19085880269231165,0.103,0.031,-2.94,0.24,-6.07,0.25,16.0,10.0,16.029807406659728,-75.1017649669023,1.998404468443809,0,1
G033.39+00.00,,283.06100499999997,0.41510388888888894,33.39324682286976,0.009930293754734967,0.113,0.029,-2.48,0.13,-5.36,0.13,102.0,5.0,-34.27979294335665,-1.9089752179918662,-0.8846455131982758,0,1
G036.11+00.55,,283.8199695833333,3.084831111111111,36.11515249562877,0.552417516017583,0.246,0.056,-1.41,0.26,-3.76,0.27,75.0,5.0,3.403986078165164,9.232028464051183,0.5137828856005333,0,0
G037.47-00.10,,285.0297625,3.9980486111111113,37.478995245362846,-0.10479699963239832,0.088,0.03,-2.63,0.07,-6.19,0.15,58.0,3.0,-7.775113772638347,-8.042919822074651,-14.24829518352609,0,1
G038.03-00.30,,285.4602816666666,4.4052500000000006,38.03751439318483,-0.30030798376774476,0.095,0.022,-3.01,0.06,-6.2,0.11,60.0,3.0,-2.2346194424596493,1.3026715741769976,0.38971681515223455,0,1
G040.62-00.13,,286.50678666666664,6.776705555555555,40.62252629485976,-0.1383352018401078,0.08,0.021,-2.69,0.09,-5.6,0.25,31.0,3.0,-16.533516324385438,-4.56353647664875,-1.7633921235325172,0,1
G049.41+00.32,,290.24670749999996,14.780448055555556,49.41561779563076,0.32574685738368936,0.132,0.031,-3.15,0.17,-4.49,0.66,-12.0,5.0,-16.345397592323952,-72.42139723607761,29.722005350878657,0,1
G049.48-00.36,W51IRS2,290.9159333333333,14.518041666666667,49.48941604341323,-0.368967603608512,0.195,0.071,-2.49,0.14,-5.51,0.16,56.0,3.0,8.836871804946847,-2.944879154971403,-0.39085602651461926,0,0
G073.65+00.19,,304.0913833333333,35.60169277777778,73.65270776749108,0.19422771072774792,0.075,0.02,-2.31,0.17,-4.2,0.23,-76.0,10.0,18.71164720050604,24.45097655636465,-16.415920998028014,0,1
G074.56+00.84,IRAS20143+3634,304.05567375,36.72608888888889,74.5695888585289,0.8457682350457756,0.367,0.083,-3.0,0.81,-4.37,0.98,-1.0,5.0,-1.7948089282564905,-14.418672385180656,8.413168758074251,0,0
G078.12+03.63,IRAS20126+4104,303.60862499999996,41.225747222222225,78.12233662267857,3.6327523931431576,0.645,0.03,-2.06,0.84,0.98,0.84,-6.0,5.0,-34.09817101396986,-16.696624763744637,23.121359111017526,0,1
G098.03+01.44,,325.756,54.93827777777777,98.03586484832445,1.4459922020451168,0.366,0.161,-3.28,1.0,-0.63,1.0,-61.0,5.0,6.240878632134988,-52.28908773569674,22.773942577681275,0,1
G108.59+00.49,,343.1596458333333,60.01441333333333,108.5946502956341,0.49176673738739946,0.405,0.033,-5.56,0.4,-3.4,0.4,-52.0,5.0,45.9559006722652,-4.881301275632836,0.586489379428504,0,1
G110.19+02.47,IRAS22555+6213,344.3741916666666,62.496343611111115,110.19609843675002,2.4761750374699742,0.314,0.07,-2.14,0.68,-0.32,0.77,-63.0,5.0,7.202481442287799,-36.67390645228514,13.44293839659188,0,1
G111.23-01.23,,349.33662000000004,59.47971388888889,111.23496496800085,-1.2381963239292646,0.3,0.081,-4.37,0.6,-2.38,0.6,-53.0,10.0,33.22349739719949,-2.0233933469675947,0.02820999129733437,0,0
G111.54+00.77,NGC7538,348.4389999999999,61.46959722222223,111.5421294899417,0.7769384028762917,0.378,0.017,-2.45,0.4,-2.44,0.4,-57.0,5.0,18.30516975613748,-23.342874283355115,-9.91496267046773,0,1
G136.84+01.16,,42.39002916666666,60.80768888888888,136.84514450512646,1.1674146306121307,0.47,0.115,0.42,0.5,-0.43,0.5,-42.0,5.0,10.910624748004452,-17.965047354806302,5.338617885254729,0,0
G182.67-03.26,,84.86843666666667,24.942207222222226,182.67801276550367,-3.265397302996912,0.157,0.042,0.44,0.35,-0.45,0.36,-7.0,10.0,11.471006708158397,2.613060188702349,11.46449441632426,0,0
G188.79+01.03,IRAS06061-2151,92.27906250000001,21.844833333333334,188.79369548865986,1.0306622558850218,0.496,0.103,-0.1,0.5,-3.91,0.5,-5.0,5.0,14.03747851867693,-17.17160555154703,-9.274867616370468,0,0
G000.31-00.20,G000.31-0.20,266.78795499999995,-28.77118833333334,0.3152592880390072,-0.20083724333908243,0.342,0.042,0.21,0.39,-1.76,0.64,18.0,3.0,17.924062878784397,-6.294641297870186,-6.617400419382797,0,0
G005.88-00.39,G005.88-0.39,270.1261670833333,-24.067937777777775,5.884193454612775,-0.3923617226509042,0.334,0.02,0.18,0.34,-2.26,0.34,9.0,5.0,-2.184514647042701,-13.34232961375983,-9.875296662756451,0,0
G006.79-00.25,G006.79-0.25,270.49063541666663,-23.2095125,6.795315908924413,-0.2572553029452956,0.288,0.021,-0.3,0.3,-1.3,0.31,22.0,5.0,3.7697014700298035,-2.4895914316808216,1.8467668392406864,0,0
G007.47+00.05,G007.47+0.05,270.55492625,-22.46638361111111,7.4706955199311,0.05836478557150925,0.049,0.007,-2.43,0.1,-4.43,0.16,-14.0,10.0,3.9816535125564423,-4.918076581194072,1.0949046105976468,0,1
G008.34-01.00,VXSgr,272.0168791666666,-22.22404611111111,8.344133233567698,-1.001949271180782,0.64,0.04,0.36,0.76,-2.92,0.78,5.0,5.0,-1.7519050259433395,-8.893861911746143,-4.485062210070694,0,0
G011.10-00.11,G011.10-0.10,272.6176958333333,-19.37506,11.109056798808037,-0.1141616285891001,0.364,0.027,-0.2,0.38,-2.0,0.41,29.0,5.0,9.460243291237328,-6.803727866412402,-2.107590029002168,0,0
G011.49-01.48,G011.50-1.49,274.0922195833333,-19.690894166666666,11.497391078678321,-1.4853403015859088,0.8,0.033,1.42,0.52,-0.6,0.65,11.0,3.0,-0.261538128191924,9.95029459555829,-0.8914465327408525,0,0
G011.91-00.61,G011.91-0.61,273.49216874999996,-18.905632777777775,11.917706166890026,-0.6131241747829906,0.297,0.05,0.66,0.69,-1.36,0.75,37.0,5.0,5.4187947975973065,8.322374301930608,-10.786080755397421,0,0
G012.68-00.18,W33B,273.47810708333327,-18.029607777777777,12.68060538759639,-0.1822956124191795,0.416,0.028,-1.0,0.95,-2.85,0.95,58.0,10.0,41.549633028988204,-7.9651959521594335,2.4580965647743858,0,1
G012.81-00.19,W33M,273.55858333333333,-17.919805555555556,12.813647319205213,-0.197000256792044,0.343,0.037,-0.4,0.7,-0.25,0.7,34.0,5.0,3.2708508674724555,13.202220257858414,11.164897827715958,0,0
G012.88+00.48,W33A,272.9643541666666,-17.524836666666666,12.888828423096749,0.4891010634666449,0.404,0.044,0.15,0.43,-2.3,0.52,35.0,7.0,15.444823975742453,-3.928882029968719,-5.90792462100149,0,0
G012.90-00.24,W33A,273.64348583333333,-17.864414166666673,12.900918412281614,-0.2414988120833986,0.408,0.025,0.19,0.4,-2.52,0.4,36.0,5.0,16.802579470378703,-5.667858856514329,-7.804834256598692,0,0
G012.90-00.26,W33A,273.6648808333333,-17.866772777777783,12.908573475865381,-0.260515343411919,0.396,0.032,-0.36,0.4,-2.22,0.4,37.0,5.0,17.20356395722206,-5.691651880168507,-0.8021117570818763,0,0
G013.71-00.08,G013.71-0.08,273.90408916666667,-17.075585555555556,13.712772905190688,-0.08357249590896319,0.264,0.014,-0.29,0.28,-2.16,0.29,44.0,5.0,5.478904738644242,-5.458682046784787,-5.780305162780323,0,0
G013.87+00.28,G013.87+0.28,273.649315,-16.759963611111115,13.873851346076345,0.28123456627745236,0.254,0.024,-0.25,2.0,-2.49,2.0,48.0,10.0,9.096931847906452,-8.072082754174033,-9.530372767695539,0,0
G014.33-00.64,G014.33-0.64,274.72781,-16.797295555555557,14.331809220605823,-0.6449915014717299,0.893,0.101,0.95,1.5,-2.4,1.3,22.0,5.0,11.7974523404754,3.7347618800574764,-2.196696312060485,0,0
G014.63-00.57,G014.63-0.57,274.81475291666663,-16.49605138888889,14.636659788569817,-0.5759736776586776,0.546,0.022,0.22,1.2,-2.07,1.2,19.0,5.0,2.736961356384357,-2.7403455140407402,-2.0855315487897776,0,0
G015.03-00.67,G015.03-0.68,275.10337958333326,-16.193143333333335,15.034454144972516,-0.6771653895354851,0.499,0.026,0.68,0.53,-1.42,0.54,22.0,3.0,0.9689884074953822,4.216077338555635,-3.977361353800678,0,0
G016.58-00.05,G016.58-0.05,275.28785,-14.530154444444447,16.585151904401133,-0.05056506486036847,0.279,0.023,-1.13,0.34,-2.59,0.35,60.0,5.0,22.277305388605605,-7.728109318525327,4.30952096679602,0,0
G017.55-00.12,IRC-10414,275.8246183333333,-13.71309611111111,17.55098166476619,-0.12621787857867428,0.497,0.038,-0.04,1.04,-2.01,1.04,44.0,10.0,21.106594992477046,5.581442051813639,-0.5214927281025439,0,0
G017.63+00.15,G017.63+0.15,275.60992541666667,-13.503319722222223,17.638322059105924,0.15648197284194454,0.669,0.019,-0.26,1.41,-1.53,1.41,25.0,10.0,7.937772285941875,3.7162330101134557,4.678283117479513,0,0
G018.34+01.76,G018.34+1.76,274.4921891666667,-12.123581388888887,18.34134321996305,1.7681359375571692,0.5,0.019,-0.32,0.53,-1.99,0.76,28.0,3.0,5.7672477165121645,-1.464415427490934,2.277396180409472,0,0
G018.87+00.05,G018.87+0.05,276.29730416666666,-12.460151666666668,18.873712001325543,0.05329127411267487,0.297,0.049,-0.17,0.32,-1.9,0.37,39.0,3.0,-3.7523973548618805,-0.6959246360106306,-3.070362504010566,0,0
G023.00-00.41,G023.00-0.41,278.6678333333333,-9.010655555555555,23.009732531257157,-0.4106074690445545,0.205,0.015,-1.72,0.22,-4.12,0.37,79.0,5.0,16.72700292601124,-17.069792101251977,-0.8852809420594667,0,0
G023.20-00.37,G023.20-0.37,278.7299141666666,-8.820890555555556,23.206426993566257,-0.37766312675142266,0.239,0.034,-1.45,0.5,-3.4,0.51,82.0,10.0,24.05466710797817,-1.0375743545008902,2.3092167318769556,0,0
G023.38+00.18,G023.38+0.18,278.3096833333333,-8.399305555555557,23.38904771260075,0.18538132690356354,0.208,0.025,-1.57,0.23,-3.92,0.26,75.0,3.0,12.278072015658898,-15.511033172548025,-0.9670406860282359,0,0
G023.65-00.12,G023.65-0.12,278.7148541666666,-8.305917777777779,23.656704649214,-0.1273173102429206,0.313,0.039,-1.32,0.2,-2.96,0.2,81.0,3.0,35.212106421471034,8.870835179038664,5.108813971484241,0,1
G024.63-00.32,G024.63-0.32,279.34462125,-7.528359166666667,24.634014733998125,-0.3236682101479086,0.242,0.045,-0.31,0.27,-2.73,0.3,43.0,5.0,-18.815814026421073,-10.60607796872904,-10.05982986850728,0,1
G028.14-00.00,G028.14-0.00,280.67745666666667,-4.259757777777779,28.146736114864105,-0.004448489059502129,0.158,0.023,-2.11,0.17,-4.85,0.17,100.0,5.0,0.26341901237243354,-4.9497296921656755,-1.8159357747493345,0,0
G028.30-00.38,G028.30-0.38,281.0915275,-4.294417777777778,28.30461376453355,-0.3875637898243574,0.221,0.022,-1.62,0.23,-3.97,0.23,87.0,5.0,14.390747649550958,0.7410539817901451,-0.2601015041529564,0,0
G028.39+00.08,G028.39-0.08,280.7165925,-3.998470555555556,28.39696032379618,0.0803015348553419,0.231,0.015,-1.4,0.24,-3.26,0.24,75.0,5.0,-1.6218616820238243,0.8604880142749494,3.151999688471107,0,0
G028.83-00.25,G028.83-0.25,281.2128604166667,-3.763438333333333,28.832263978205695,-0.2527226235153818,0.2,0.04,-1.89,0.22,-4.53,0.22,87.0,5.0,19.530525554781537,-6.872705026903617,-0.8122239035621757,0,0
G028.86+00.06,G028.86+0.07,280.9425970833333,-3.5916238888888894,28.86189583762602,0.06568572107888841,0.201,0.019,-3.19,0.42,-5.72,0.48,100.0,10.0,54.06338969754903,-15.673481720295143,13.304496525396452,0,1
G029.95-00.01,W43S,281.51558416666666,-2.6562022222222224,29.95535735860859,-0.01609362155956864,0.207,0.019,-2.36,0.2,-5.38,0.2,99.0,5.0,39.929344556135725,-5.828814352156911,-0.012254788544554529,0,1
G030.70-00.06,G030.70-0.06,281.90332624999996,-2.0150947222222224,30.702612637379612,-0.06826033982916073,0.153,0.02,-2.33,0.18,-4.95,0.18,89.0,3.0,-8.31289356238148,-14.066147286474887,2.3914958312478385,0,0
G030.74-00.04,G030.74-0.04,281.90718666666663,-1.9652705555555556,30.74870960107436,-0.048962552178467726,0.326,0.055,-2.38,0.38,-4.46,0.38,88.0,3.0,47.42330916868749,7.057332250534387,9.142069010874309,0,1
G030.97-00.14,G030.97-0.14,282.09184708333333,-1.8085416666666665,30.972373449134494,-0.14170442807291,0.294,0.022,-2.14,0.31,-3.82,0.34,77.0,3.0,25.535288989165256,2.4234445758097536,10.49575603040526,0,1
G031.24-00.11,G031.24-0.11,282.18783666666667,-1.5536666666666668,31.242956031992385,-0.11083787919714606,0.076,0.014,-2.8,0.19,-5.54,0.19,24.0,10.0,-16.316574874407205,-24.85494951689907,5.922433129974908,0,1
G031.28+00.06,W43M,282.05156666666664,-1.4413272222222222,31.280793161088436,0.06163046197692942,0.184,0.017,-1.99,0.19,-4.58,0.22,110.0,5.0,8.969266184241748,14.471641111187921,0.06087636626711124,0,0
G031.41+00.30,G031.41+0.30,281.89296041666665,-1.2129608333333335,31.411680178447348,0.3069107392290935,0.267,0.029,-1.58,0.7,-5.82,0.7,97.0,15.0,52.74605773862111,0.451095576485244,-13.207424667658785,0,0
G031.58+00.07,W43M,282.1736416666667,-1.1666038888888888,31.580940884016176,0.07833223058323738,0.183,0.032,-1.97,0.4,-4.43,0.4,96.0,5.0,4.492060525432935,4.039526338199835,1.5952218108131726,0,0
G032.04+00.05,G032.04+0.05,282.40239749999995,-0.7626497222222223,32.044751441002475,0.05901306308858758,0.198,0.015,-2.05,0.21,-4.77,0.21,98.0,5.0,15.887290295957571,4.154262518446444,-0.19046587131402504,0,0
G033.09-00.07,G033.09-0.07,282.99753541666666,0.10951722222222224,33.09233817699092,-0.07292822935478745,0.134,0.016,-2.46,0.15,-5.32,0.15,100.0,5.0,-20.93548613230701,-2.8735538730241785,-0.24345896074867746,0,1
G033.64-00.22,G033.64-0.22,283.38567916666665,0.5275277777777778,33.641353299674236,-0.22774335942656015,0.131,0.02,-3.1,0.15,-6.27,0.14,60.0,3.0,20.94075075314862,-37.29500489857696,4.354008556927383,0,1
G034.41+00.23,G034.41+0.23,283.32513291666663,1.4237500000000003,34.411347255476784,0.23484880798495683,0.34,0.011,0.12,0.72,-4.18,0.72,60.0,10.0,8.477263325241402,4.215169635117633,-19.755221573556273,0,0
G034.79-01.38,G034.79-1.38,284.94159916666666,1.0219297222222221,34.79129841043613,-1.386534296931711,0.381,0.02,-0.31,0.62,-2.8,0.72,45.0,5.0,-6.06541086174418,4.471392422102667,-4.991627684614448,0,0
G035.02+00.34,G035.02+0.34,283.50273999999996,2.0220047222222224,35.02473625223476,0.3496880117017388,0.43,0.04,-0.92,0.9,-3.61,0.9,52.0,5.0,12.661975471799579,4.959471554924534,-0.674207642961397,0,0
G035.19-00.74,G035.20-0.74,284.5543820833333,1.676576111111111,35.19702269335042,-0.7432143222481172,0.456,0.045,-0.18,0.5,-3.63,0.5,30.0,7.0,-3.2052304977620802,-7.239820910836357,-7.341623481418704,0,0
G035.20-01.73,G035.20-1.73,285.4397583333333,1.2257472222222223,35.20026749469471,-1.7365020254432326,0.412,0.014,-0.68,0.44,-3.6,0.44,43.0,5.0,3.295784299162884,-2.0558162125475974,-4.634398628679012,0,0
G035.79-00.17,G035.79-0.17,284.3203770833333,2.4661130555555557,35.79270976116863,-0.17467486124400444,0.113,0.013,-2.96,0.12,-6.23,0.14,61.0,5.0,4.540515149698824,-18.823963241883177,-0.7633147217929146,0,0
G037.42+01.51,G037.43+1.52,283.55978374999995,4.6943463888888886,37.42959860980132,1.5171744279328931,0.532,0.021,-0.45,0.35,-3.69,0.39,41.0,3.0,7.925729937892453,3.8807504857807373,-2.6570033210073465,0,0
G038.11-00.22,G038.11-0.22,285.43396375,4.510388888888889,38.11898310051321,-0.2288543184845349,0.242,0.035,-2.79,0.27,-5.25,0.31,76.0,5.0,27.8213230098802,-5.344495688897723,9.271080704021058,0,0
G040.28-00.21,G040.28-0.21,286.4217275,6.4368605555555565,40.2818472660697,-0.2194082499129248,0.297,0.019,-1.8,0.31,-3.82,0.33,74.0,5.0,7.0294158604583785,14.81347768897291,5.382859298907746,0,0
G040.42+00.70,G040.42+0.70,285.66508000000005,6.985847777777779,40.42504894497153,0.7001418836757184,0.078,0.013,-2.95,0.09,-5.48,0.1,10.0,5.0,-2.15412393009864,2.090047451962363,14.399244140230167,0,1
G041.15-00.20,G041.15-0.20,286.80986499999995,7.221673611111111,41.15598508592042,-0.20088804170370891,0.125,0.018,-2.79,0.14,-5.85,0.16,60.0,3.0,-4.009266167020315,-15.67479222933477,0.03494760488272419,0,0
G041.22-00.19,G041.22-0.19,286.83907166666665,7.2855875,41.226062958855465,-0.1972047771246814,0.113,0.022,-2.82,0.13,-5.89,0.16,59.0,5.0,-6.502114694814488,-11.23757640964942,-0.24210189684791317,0,0
G042.03+00.19,G042.03+0.19,286.8674308333333,8.181509166666668,42.034420659047015,0.19012662417462636,0.071,0.012,-2.4,0.09,-5.64,0.11,12.0,5.0,-8.18324213167663,33.3601822774921,-21.503066120363894,0,1
G043.03-00.45,G043.03-0.45,287.91242458333335,8.775184722222223,43.03800702376548,-0.45294778054078455,0.13,0.019,-3.03,0.15,-6.56,0.2,56.0,5.0,23.895546033254174,-9.146243736084216,-4.519676013883323,0,0
G043.16+00.01,W49N,287.55587499999996,9.103555555555557,43.16640518860843,0.011163502230476451,0.09,0.007,-2.88,0.2,-5.41,0.2,10.0,5.0,-4.731435348723644,-14.739972155368207,10.912681104593709,0,0
G043.79-00.12,OH43.8-0.1,287.974945,9.597312500000003,43.79539199884004,-0.1272371060397677,0.166,0.01,-3.02,0.36,-6.2,0.36,44.0,10.0,21.22149291924965,-31.07004183230626,2.502749965509599,0,0
G043.89-00.78,G043.89-0.78,288.60996083333333,9.376824444444445,43.890437146644295,-0.7844063956407018,0.134,0.013,-3.11,0.15,-5.35,0.21,52.0,3.0,-10.099296307863812,-19.25789421380361,16.893097376762853,0,0
G045.07+00.13,G045.07+0.13,288.34184458333334,10.848148888888892,45.07115896295704,0.13234463759873824,0.129,0.007,-3.21,0.26,-6.11,0.26,59.0,5.0,9.535354322304217,1.4746185349291636,8.435026604617903,0,0
G045.45+00.06,G045.45+0.05,288.5886075,11.154408888888891,45.45486514647116,0.05996026424078869,0.119,0.017,-2.34,0.38,-6.0,0.54,55.0,7.0,-9.245105841527852,-3.433872288578982,-19.38548067226145,0,0
G045.49+00.12,G045.49+0.12,288.54731375000006,11.218436111111114,45.49274981854154,0.12557457025306218,0.144,0.024,-2.62,0.17,-5.61,0.16,58.0,3.0,-5.754818379613717,-11.58510647037977,-0.8184824289295332,0,0
G045.80-00.35,G045.80-0.35,289.12949791666665,11.269995833333335,45.804085794663436,-0.3558613706076123,0.137,0.023,-2.52,0.17,-6.08,0.27,64.0,5.0,1.8248987835611323,-1.2094030474164867,-12.159575876609313,0,0
G046.25-01.47,G046.26-1.48,290.35473333333334,11.144775,46.256067740991504,-1.4765490403291515,0.121,0.015,-3.04,0.22,-5.84,0.28,28.0,10.0,7.550621196867196,-23.479806493810514,5.40467807640343,0,0
G048.60+00.02,G048.61+0.01,290.1298999999999,13.923669444444442,48.60614182320978,0.023040405947408762,0.093,0.005,-2.89,0.13,-5.5,0.13,18.0,5.0,-5.286632241465555,12.504438502113487,6.348720435229996,0,1
