gname,alias,glong,glat,plx,e_plx,x,y,z,mux,e_mux,weight_mux,mux_pred,lnlike_mux,muy,e_muy,weight_muy,muy_pred,lnlike_muy,vlsr,e_vlsr,weight_vlsr,vlsr_pred,lnlike_vlsr,Upec,Vpec,Wpec,is_tooclose,is_outlier
G010.47+00.02,,10.472275231547773,0.02718692730081781,0.11699999999999999,0.008,1.5392403217479993,-0.1461267512055136,0.004180304347984198,-3.86,0.19,0.22718362990206972,-3.273876379517241,-3.3280847936000906,-6.4,0.14,0.18738303470560133,-6.313071060730742,-0.10760643131186076,69.0,5.0,7.0710678118654755,95.35257995768286,-6.944584704260684,25.611294865912672,-26.17773805070475,18.88676020505776,1,0
G010.62-00.33,,10.628762401846712,-0.33293427419314275,0.36200000000000004,0.076,0.4711099709743582,5.671002660823827,-0.010891833898081106,-0.36,0.39,0.5679964164336755,-0.17733308696178662,-0.05171286413382306,-1.86,0.38,0.5611772706386969,-1.6913661562412905,-0.04515016458910361,-6.0,5.0,7.0710678118654755,22.80485546419686,-8.297196983132714,-22.580314657551288,-15.350984017146828,1.136327872510841,0,1
G010.62-00.38,,10.623443843526003,-0.3831828909830312,0.20199999999999999,0.019,0.897025471714495,3.399024741630803,-0.030069586189621158,-0.37,0.5,0.544965003801683,-0.8160337138640209,-0.33494087416164264,-0.6,0.25,0.330887980090798,-2.1797576297135803,-11.396957928132805,-3.0,5.0,7.0710678118654755,51.39598747799431,-29.589234537061134,-60.461195331456786,5.10923509811758,8.984937726058806,1,0
G012.02-00.03,,12.0253782206583,-0.031360968405016364,0.106,0.008,1.9436236892447505,-0.9427849437594286,-0.005419139479404139,-4.11,0.11,0.15774402790423042,-3.6408736976658638,-4.422254354717586,-7.76,0.28,0.30196552508432256,-7.011849028614684,-3.06926061461176,108.0,5.0,7.0710678118654755,84.70731360302833,-5.425492395876692,20.929542712143988,37.538400473848206,2.2486527140982915,1,0
G015.66-00.49,,15.665337907741975,-0.4989202772567488,0.22,0.028999999999999998,1.1873926207026642,3.9472972753247917,-0.03539727245784787,-1.16,0.24,0.33930251772010467,-0.8527107536839512,-0.4101007507682683,-5.3,0.3,0.3840913934615067,-2.3757939890249213,-28.98122801155972,-4.0,5.0,7.0710678118654755,58.89759614862283,-39.56107601275253,-18.4090880222038,-86.67845665443251,-22.486905771973714,1,0
G016.86-02.15,,16.863852816256305,-2.158718684011113,0.426,0.092,0.6266817606963714,6.1141229708598495,-0.07714840534313497,0.32,0.49,0.6914951299716985,-0.275326674869124,-0.3705974593105178,-2.48,0.56,0.7427418897400202,-2.1289140450633868,-0.1117174668821932,17.0,3.0,5.830951894845301,26.57444036658663,-1.3480868872547571,-4.504208805171992,-9.10469394774742,-6.701489283270496,0,0
G017.02-02.40,,17.021111438425848,-2.4026814379453247,0.531,0.10800000000000001,0.5114988309510977,6.510618006915861,-0.06878679062540047,0.1,0.61,0.8578066707020232,-0.17576497328197094,-0.051673677624417755,-2.81,0.76,0.97022280137136,-2.363454831950622,-0.105915089938905,22.0,3.0,5.830951894845301,21.64124143380793,-0.001892760423767489,5.431554228849981,-6.9748557045802215,-3.74963479544388,0,0
G019.00-00.02,,19.00861898230549,-0.02927879524970525,0.247,0.063,1.181036864599521,4.7530601948906686,0.0015915440508634114,-1.77,0.29,0.4107460351157166,-0.7257437638947459,-3.2317473354911614,-4.0,0.42,0.5108936340993901,-2.3749706027660524,-5.058613114426014,56.0,5.0,7.0710678118654755,51.91608271622786,-0.16678380380692795,25.865639312608128,-30.47233761904363,2.8205357851747115,0,1
G019.36-00.03,,19.36479458120437,-0.030218659385238107,0.35200000000000004,0.069,0.8789644113738138,5.680505794060262,0.0026279779736188944,-1.12,0.38,0.5501997831576102,-0.4570671667516265,-0.7258856860132237,-2.5,0.46,0.6082103266031261,-2.2404160868453427,-0.0910789415923259,27.0,3.0,5.830951894845301,36.308815906285744,-1.274324317310566,-0.5728591356196344,-15.321598890360859,5.857070930377812,0,0
G019.49+00.11,,19.495878629696847,0.11540813737933625,0.326,0.1,0.8810436508505848,5.692796963922468,0.009352278156490958,-3.6,0.42,0.5796806758398507,-0.4563580263428507,-14.704779476299715,-8.2,1.03,1.1047758532580925,-2.252928627831082,-14.488651244221984,121.0,5.0,7.0710678118654755,36.29431729849527,-71.75052681927997,118.91977598506763,-38.938479203334964,0.17661107562778788,0,1
G022.35+00.06,,22.356498100596557,0.06636008021647362,0.231,0.10800000000000001,1.23902536409051,5.16876744281772,0.007510817536937622,-1.7,0.28,0.42807029582480494,-0.7588003995219502,-2.41714824666932,-3.9,0.31,0.44826797584428896,-2.5871770927693998,-4.28851435624187,80.0,5.0,7.0710678118654755,50.00583762254932,-8.996497767248776,43.20969122810694,-7.412504470136043,3.5211285274174173,0,1
G023.25-00.24,,23.25666790847797,-0.2405330629180043,0.16899999999999998,0.051,2.018694939859326,3.4842535584633945,-0.01874205399619102,-1.72,0.23,0.30896824010925794,-1.5469373311660044,-0.15687333147636065,-4.09,0.28,0.34779501634757803,-3.6700804574151156,-0.7288790516089673,63.0,3.0,5.830951894845301,86.4259015019308,-8.070189134972992,-0.7430718711112444,-30.249359284128786,-0.8589372127253547,1,0
G023.43-00.18,,23.4398747758758,-0.18234046517464125,0.17,0.032,2.194114085980716,3.120748996271404,-0.015051015310037419,-1.93,0.15,0.24303464915880557,-1.749249348667558,-0.27656254083985937,-4.11,0.13,0.2312268165497759,-4.013209273642201,-0.0876114972444177,97.0,3.0,5.830951894845301,93.87172602008248,-0.14391320725630913,9.865593211175373,-4.527811241756865,3.01494164467511,1,0
G023.70-00.19,,23.70648140903539,-0.198089487895776,0.161,0.024,2.3951087177562544,2.7268516514488423,-0.018327918969438303,-3.17,0.18,0.2524830832543145,-1.9860097885379329,-10.995162646319708,-6.38,0.21,0.2746774605416416,-4.42078448800662,-25.43831720204753,73.0,5.0,7.0710678118654755,101.104590761525,-7.898680218727964,51.0533594416155,-57.60835993499471,4.300575191808454,1,0
G024.78+00.08,,24.789784460044235,0.08328615497898524,0.15,0.016,2.734395742549597,2.2608064660494596,0.011487516002190291,-2.62,0.16,0.22750356491759946,-2.307441980941264,-0.9437454768536293,-5.08,0.2,0.2572117261133644,-5.025313488201823,-0.022602106748401796,111.0,3.0,5.830951894845301,107.80131177460966,-0.15046479945957078,11.028351855669019,-3.314226453252388,7.8029560222521,1,0
G024.85+00.08,,24.85019363114266,0.08744403115578879,0.17600000000000002,0.016,2.3495497421760234,3.1081392348804715,0.011053313974373761,-2.42,0.19,0.26775109025846666,-1.8464577743787736,-2.2942371242913437,-5.23,0.26,0.3212330094099882,-4.231567773006038,-4.830219343077686,111.0,5.0,7.0710678118654755,95.86538889432126,-2.2905645332013433,38.47757144318352,-5.889418981158941,1.3338513646795436,1,0
G025.70+00.04,,25.709476412638782,0.04382484083429205,0.098,0.028999999999999998,3.8424637972550095,0.2006845303775562,0.007565231728809296,-2.89,0.11,0.16211068327785674,-3.178034841201626,-1.5784716263333773,-6.2,0.36,0.3791831663362887,-6.565495923202903,-0.46455483129404673,93.0,5.0,7.0710678118654755,96.91383261619818,-0.15318085747616672,-11.711973756287597,-15.888795772992921,-3.6943916955781457,0,1
G027.36-00.16,,27.365018755523895,-0.16583551744408356,0.125,0.042,3.0907055753406807,2.2098867145148384,-0.017428037256545945,-1.81,0.11,0.1915891495996384,-2.494651911635613,-6.385101936528362,-4.11,0.27,0.31226015154725173,-5.375346905416987,-8.210244425984524,92.0,3.0,5.830951894845301,107.07505347390317,-3.342018194721176,-43.065796331763536,-13.27173924123997,-0.8812999451675694,1,0
G029.86-00.04,W43S,29.86235404758307,-0.04430388038070352,0.221,0.03,2.1755979733063757,4.392125943886748,-1.1367259600992587e-05,-2.33,0.26,0.3547836068818327,-1.5640356189443858,-2.3305587969109163,-5.47,0.31,0.3929012696748164,-3.8903598221556512,-8.082011845464365,101.0,3.0,5.830951894845301,76.09700365362727,-9.119988632756671,48.50750327426718,-4.457065161825256,-0.8699758187099196,0,1
G029.98+00.10,,29.981786908873673,0.10870528029669776,0.156,0.01,3.1774534344027106,2.6737979531908076,0.014428532087477417,-0.94,0.32,0.3604397551377409,-2.4101668180457803,-8.318362939454758,-3.49,0.32,0.3604397551377409,-5.286448952621033,-12.420366015019743,109.0,10.0,11.180339887498949,101.74564845775454,-0.21050246519391624,-61.61608430962939,14.255698822533445,-14.663492338154823,0,1
G030.19-00.16,,30.19808488637404,-0.16914209901434926,0.212,0.01,2.362126268646647,4.122524882463949,-0.01064851745539155,-2.08,0.22,0.31439446822335015,-1.7224105621316188,-0.6468291407682961,-3.8,0.25,0.33607124490120116,-4.1271727508277145,-0.4738725432529955,108.0,3.0,5.830951894845301,81.64861660115282,-10.211697162250566,15.175645268281448,19.344279266165763,10.316054614986738,0,1
G030.22-00.18,,30.22456064109808,-0.18002336531163532,0.284,0.032,1.7296377604307434,5.212485915937526,-0.006944578484984559,-0.87,0.31,0.4362692766118657,-1.2235288862537448,-0.3283299911431924,-4.7,0.34,0.4580730091540437,-3.4481541995666647,-3.734240392193092,113.0,3.0,5.830951894845301,59.262384284324305,-42.46663739420052,51.5855796210772,25.042557775417123,-14.6326048574368,0,1
G030.41-00.23,,30.41930414667541,-0.23203670427991155,0.253,0.021,1.9744268849299489,4.8186451357649185,-0.012168270589838054,-1.98,0.28,0.38930555284013946,-1.4130599000871888,-1.0603839840306497,-4.07,0.29,0.39655871377661916,-3.6823074678961047,-0.47789213249956525,103.0,3.0,5.830951894845301,67.78560576325276,-18.236081786192017,34.67764468927544,16.32340914379199,5.889547300816336,0,1
G030.78+00.20,,30.78812070099201,0.2035512648483566,0.14,0.032,3.3377590777414294,2.5795572177357067,0.025493985136573284,-1.85,0.16,0.22751530530592887,-2.4955035278859077,-4.024815801798789,-3.91,0.19,0.24952597890490286,-5.450536914577734,-19.058235409420828,82.0,5.0,7.0710678118654755,101.30381826107865,-3.726373994567534,-48.96411407399865,-17.88542443679469,3.94151469012418,0,1
G030.81-00.05,,30.817836048306493,-0.05681146368102075,0.321,0.037000000000000005,1.5556877550986783,5.573521025506629,0.0010571572076328774,-2.34,0.35,0.4930998409713559,-1.1026064765547061,-3.1485888746265736,-5.66,0.35,0.4930998409713559,-3.3689256236932867,-10.793906597463158,105.0,5.0,7.0710678118654755,52.156995887114924,-27.92383083674389,68.0151122877913,7.477741601914773,0.7064766322475275,0,1
G032.74-00.07,,32.743998601016735,-0.07561954326359703,0.126,0.016,4.162574943867751,1.7084350051932964,-0.00828345423691423,-3.15,0.27,0.30279341495961204,-2.904119987457134,-0.32970353641908573,-6.1,0.29,0.32075512800718214,-6.1378608737982,-0.006966330162153219,37.0,10.0,11.180339887498949,94.21626296273345,-13.094802989682654,17.641287465955447,-60.64261789434895,8.715150196370818,0,1
G032.79+00.19,,32.796902748742106,0.19085880269231165,0.10300000000000001,0.031,4.546668625867776,1.1254503195643706,0.029502258174158344,-2.94,0.24,0.27090458709155696,-3.0256316960853242,-0.04995815359549618,-6.07,0.25,0.2798022432133934,-6.353570498455189,-0.5135582539001377,16.0,10.0,11.180339887498949,86.62639548332331,-19.952350955867164,16.371993421105195,-75.48766762704919,1.9181400393730719,0,1
G033.39+00.00,,33.39324682286976,0.009930293754734969,0.113,0.028999999999999998,4.357191769121003,1.571638509439239,0.003185415149120886,-2.48,0.13,0.18614667632105858,-2.949417224405482,-3.1796365039497316,-5.36,0.13,0.18614667632105858,-6.2194080505723175,-10.65757180062596,102.0,5.0,7.0710678118654755,90.43875653612741,-1.3366235043093657,-33.953420528047296,-2.281631299487429,-0.9569465557207142,0,1
G036.11+00.55,,36.11515249562877,0.552417516017583,0.24600000000000002,0.055999999999999994,2.188641282837539,5.181620068406567,0.03971103377537156,-1.41,0.26,0.3850652185395294,-1.6033007504144487,-0.1259994066220585,-3.76,0.27,0.3918867470697313,-4.181861914801312,-0.5794146745460332,75.0,5.0,7.0710678118654755,63.90048097410412,-1.2319932260622461,3.159740397633455,8.756518631605474,0.4647756821656746,0,0
G037.47-00.10,,37.478995245362846,-0.10479699963239833,0.08800000000000001,0.03,5.788179826327226,0.6323473680119989,-0.015983592842730727,-2.63,0.07,0.13112567506164974,-3.033855003322644,-4.742916355206434,-6.19,0.15,0.1865313449808727,-6.280436622961733,-0.11753170447736176,58.0,3.0,5.830951894845301,54.903351001446154,-0.14101816206241966,-7.3430333267309225,-8.516797354860813,-14.33261547661644,0,1
G038.03-00.30,,38.03751439318483,-0.3003079837677448,0.095,0.022000000000000002,5.908659952783891,0.6288664545830684,-0.04882728190905576,-3.01,0.06,0.1252923531647697,-3.026078427611527,-0.008233946138756021,-6.2,0.11,0.1555576219976552,-6.248027563759351,-0.04766159015524955,60.0,3.0,5.830951894845301,51.8051622646786,-0.9875789045330525,-1.7964252385550736,0.815019094645578,0.3039338975024446,0,1
G040.62-00.13,,40.62252629485976,-0.1383352018401078,0.08,0.021,7.248647751256683,-0.2690295573916042,-0.025831803804878484,-2.69,0.09,0.13067178773390442,-2.85276095099522,-0.7757231927112327,-5.6,0.25,0.26734830485637007,-5.8395225566140345,-0.40133586519097864,31.0,3.0,5.830951894845301,17.179256526987153,-2.8090139727474592,-16.049189554713745,-5.102837409889644,-1.851545692065903,0,1
G049.41+00.32,,49.41561779563076,0.32574685738368936,0.132,0.031,5.2290531134304095,3.7019613479026567,0.04256139740169062,-3.15,0.17,0.2288354351154566,-2.868625113604047,-0.7559518221568383,-4.49,0.66,0.6775438409169405,-5.914219493648608,-2.2092713078913326,-12.0,5.0,7.0710678118654755,48.810658794022096,-36.979362229629764,-16.251204551985662,-73.03950917644053,29.65555323376708,0,1
G049.48-00.36,W51IRS2,49.48941604341323,-0.36896760360851205,0.195,0.071,3.201708127993441,5.445844673545959,-0.02285832347089461,-2.49,0.14,0.28693092766593753,-2.4164330114353594,-0.03286860232586584,-5.51,0.16,0.2972025525651411,-5.327552261709383,-0.18842646569182325,56.0,3.0,5.830951894845301,53.834562763781406,-0.06895762388238269,8.669647932381254,-3.521588910767804,-0.44556209452220585,0,0
G073.65+00.19,,73.65270776749108,0.19422771072774792,0.075,0.02,11.359758988249233,4.849325483686154,0.045371827989414214,-2.31,0.17,0.19193221193087234,-2.242125449126375,-0.06252996784259993,-4.2,0.23,0.24665355050490817,-3.5727665985480184,-3.23335668646563,-76.0,10.0,11.180339887498949,-83.00717016232738,-0.1964017347352447,18.91883643328325,23.719868294093203,-16.4946976053768,0,1
G074.56+00.84,IRAS20143+3634,74.5695888585289,0.8457682350457756,0.36700000000000005,0.083,2.401626823896077,7.518445258019793,0.04231912903553675,-3.0,0.81,0.9139393689729356,-2.7308439731844665,-0.04336540941901588,-4.37,0.98,1.0675135456558138,-5.259969708909949,-0.34751508861202324,-1.0,5.0,7.0710678118654755,8.648275452399343,-0.9308921920537173,-2.110029476678479,-15.027910522187993,8.365075092163991,0,0
G078.12+03.63,IRAS20126+4104,78.12233662267856,3.6327523931431576,0.645,0.03,1.5076324147376745,7.864197556372394,0.10343596553337471,-2.06,0.84,1.0827839601478204,-2.263330380561414,-0.01763156749129426,0.98,0.84,1.0827839601478204,-5.227347835251026,-16.43230704595938,-6.0,5.0,7.0710678118654755,5.4853406568448,-1.3191305000377211,-34.479131921298325,-17.265244662901527,23.07904066812627,0,1
G098.03+01.44,,98.03586484832444,1.4459922020451168,0.366,0.161,2.083415075818936,8.475461720921906,0.059250992948501696,-3.28,1.0,1.1185380534285192,-2.974597242859625,-0.03727471949938539,-0.63,1.0,1.1185380534285192,-3.520784232448437,-3.3396413636261197,-61.0,5.0,7.0710678118654755,-16.58149365952606,-19.730037055187232,5.883226158879131,-52.90182845402237,22.722326459354658,0,1
G108.59+00.49,,108.5946502956341,0.4917667373873994,0.405,0.033,2.309877776064236,8.958468242049149,0.027424406370884086,-5.56,0.4,0.5893142324045709,-2.872486358368548,-10.398662897626298,-3.4,0.4,0.5893142324045709,-2.15304121309693,-2.238619820179006,-52.0,5.0,7.0710678118654755,-29.114428712994325,-5.237493731326184,45.60481349772182,-5.508270851050526,0.5354712348780106,0,1
G110.19+02.47,IRAS22555+6213,110.19609843675,2.4761750374699742,0.314,0.07,2.73677981822637,9.188010711509841,0.1328401105607545,-2.14,0.68,0.7700531904363637,-2.8325699350813345,-0.40444160433442833,-0.32,0.77,0.8505774015933074,-1.8075612327062385,-1.5292976726877197,-63.0,5.0,7.0710678118654755,-36.25810620307204,-7.151288838461741,6.870018898223982,-37.316229546435096,13.391693988386578,0,1
G111.23-01.23,,111.23496496800085,-1.2381963239292646,0.3,0.081,2.7510618738726453,9.250399320043881,-0.057011868896955704,-4.37,0.6,0.6983202352641182,-2.7819346942143217,-2.5858150958686448,-2.38,0.6,0.6983202352641182,-1.7505036492381305,-0.40630033870186044,-53.0,10.0,11.180339887498949,-37.39616095199483,-0.9739191721442034,32.891858332351426,-2.6669293428469416,-0.02227689365049379,0,0
G111.54+00.77,NGC7538,111.54212948994171,0.7769384028762917,0.37799999999999995,0.017,2.4506026823916858,9.148739806497737,0.042388464150364694,-2.45,0.4,0.5658982676243368,-2.766397685526198,-0.15630032150034068,-2.44,0.4,0.5658982676243368,-1.7352990685816498,-0.7753592395021488,-57.0,5.0,7.0710678118654755,-33.55868458882105,-5.494952682063755,17.9561256446427,-23.972472557817696,-9.965315367058343,0,1
G136.84+01.16,,136.84514450512646,1.167414630612131,0.47,0.115,1.3130613162958455,9.581819972897614,0.04588341324264482,0.42,0.5,0.7427858611008162,-0.5936015421131533,-0.9310591507304677,-0.43,0.5,0.7427858611008162,-0.6145131593145929,-0.03085300274399708,-42.0,5.0,7.0710678118654755,-29.31887117404412,-1.6081102830048914,10.497605712603198,-18.547350146336786,5.292510894107725,0,0
G182.67-03.26,,182.6780127655037,-3.265397302996912,0.157,0.042,-0.2635798859951028,13.817905291547243,-0.31253981333901043,0.44,0.35,0.3966475604646439,0.22773033235925466,-0.14319778788730608,-0.45,0.36,0.40549881284974604,-0.8865567079466313,-0.5795249814446068,-7.0,10.0,11.180339887498949,0.38628308206926587,-0.21822871107385058,10.985797469413383,2.1290431318538765,11.42329709546437,0,0
G188.79+01.03,IRAS06061-2151,188.79369548865986,1.0306622558850218,0.496,0.10300000000000001,-0.28538336488702415,10.026108937975819,0.040376646543076544,-0.1,0.5,0.7544235400370517,0.05555962713101237,-0.021258534837029976,-3.91,0.5,0.7544235400370517,-2.050132817321075,-3.038809006440854,-5.0,5.0,7.0710678118654755,2.6408999381433214,-0.583833518647186,13.547310866288175,-17.678115529749874,-9.31798101657115,0,0
G000.31-00.20,G000.31-0.20,0.3152592880390072,-0.20083724333908246,0.342,0.042,0.015632106311442902,5.340699250140226,-0.006310125942078394,0.21,0.39,0.5384789568105244,-0.14238261952164155,-0.21412209862865192,-1.76,0.64,0.7399051202199851,-1.3951038655237662,-0.12160640907113175,18.0,3.0,5.830951894845301,4.964653718713294,-2.4988272451919875,17.44755136804815,-6.583728438357184,-6.659755059122009,0,0
G005.88-00.39,G005.88-0.39,5.884193454612775,-0.3923617226509042,0.33399999999999996,0.02,0.3047666410037054,5.224265889321188,-0.016740805955354123,0.18,0.34,0.49140504338765556,-0.1721873670355339,-0.2568256127936798,-2.26,0.34,0.49140504338765556,-1.4493604124332886,-1.3606499275400519,9.0,5.0,7.0710678118654755,17.288951418549566,-0.6870671561907484,-2.6330603153090117,-13.644719190759929,-9.91808239374425,0,0
G006.79-00.25,G006.79-0.25,6.795315908924412,-0.2572553029452956,0.28800000000000003,0.021,0.40656328050624635,4.769480790607931,-0.01210369209213837,-0.3,0.3,0.4292164986871763,-0.27547344828605314,-0.001632639035180578,-1.3,0.31,0.43626460175595133,-1.4804700499779644,-0.08556188216600738,22.0,5.0,7.0710678118654755,22.637202418843017,-0.004060269225793922,3.3378192962798487,-2.7539600242799054,1.8039584837809368,0,0
G007.47+00.05,G007.47+0.05,7.470695519931099,0.05836478557150925,0.049,0.006999999999999999,2.5531728639953393,-11.288892948436605,0.012733352292787728,-2.43,0.1,0.11351221609587255,-2.4203457915004045,-0.0036167471445450196,-4.43,0.16,0.16877506688784355,-4.434439991526094,-0.00034603315242725125,-14.0,10.0,11.180339887498949,-13.90901020366912,-3.311657214534066e-05,4.5417884191842,-4.82024328009976,0.9906986989416646,0,0
G008.34-01.00,VXSgr,8.344133233567696,-1.001949271180782,0.64,0.04,0.22497332714780605,6.647548341505455,-0.022537526124636713,0.36,0.76,1.0199850600135028,0.010014125502006643,-0.0588685604880243,-2.92,0.78,1.0349731990011861,-2.2449902076339345,-0.2126825913897095,5.0,5.0,7.0710678118654755,12.225787971007996,-0.5221201180196384,-2.2134924441865422,-9.319664230363971,-4.526406049938683,0,0
G011.10-00.11,G011.10-0.10,11.109056798808039,-0.1141616285891001,0.364,0.027000000000000003,0.5236324458643159,5.514625472362557,-0.0015624952248214003,-0.2,0.38,0.5431642267989957,-0.21736459421566046,-0.00051101890112787,-2.0,0.41,0.5645594541535469,-1.6873451740759284,-0.15334898591019056,29.0,5.0,7.0710678118654755,25.20914182050794,-0.14370605737021844,9.031556549227414,-7.157365451124207,-2.1511034506666995,0,0
G011.49-01.48,G011.50-1.49,11.49739107867832,-1.4853403015859088,0.8,0.033,0.24823401335948253,6.96101776731153,-0.02749924493146673,1.42,0.52,0.9935960304059009,0.044436031214774685,-0.9583229566448763,-0.6,0.65,1.0673954616909163,-2.79869012156049,-2.121521077105237,11.0,3.0,5.830951894845301,12.59000846608634,-0.037178337091562305,-0.7218466640261626,9.501324095099278,-0.9304962585019504,0,0
G011.91-00.61,G011.91-0.61,11.917706166890024,-0.6131241747829906,0.297,0.05,0.6597846718332638,5.055299135673379,-0.030628493158907977,0.66,0.69,0.7649005488722214,-0.3444609731940885,-0.8622360850000729,-1.36,0.75,0.8194344694147456,-1.716676484222145,-0.09473064656339761,37.0,5.0,7.0710678118654755,32.03984388458352,-0.24603148689303514,5.010687700858407,8.003491185021232,-10.828414592252104,0,0
G012.68-00.18,W33B,12.68060538759639,-0.1822956124191795,0.41600000000000004,0.027999999999999997,0.5229848410851313,5.857038403883622,-0.003494121035197732,-1.0,0.95,1.0480919642418578,-0.19064965990036542,-0.2981565324483477,-2.85,0.95,1.0480919642418578,-1.8358900218960228,-0.46810290206640875,58.0,10.0,11.180339887498949,24.10928148402776,-4.594323206115454,41.11767231036968,-8.35288375408868,2.411875649965117,0,1
G012.81-00.19,W33M,12.813647319205213,-0.19700025679204397,0.34299999999999997,0.037000000000000005,0.6322033363919551,5.401787971602978,-0.006007264698720688,-0.4,0.7,0.7917751437795887,-0.28867619920487364,-0.009884218281749162,-0.25,0.7,0.7917751437795887,-1.7692059651261065,-1.8407702665237673,34.0,5.0,7.0710678118654755,29.58995873207607,-0.194484639847921,2.8567377698500063,12.848508359292284,11.123877567312913,0,0
G012.88+00.48,W33A,12.888828423096747,0.4891010634666449,0.40399999999999997,0.044000000000000004,0.5395943107337622,5.823227892029428,0.024716477972573737,0.15,0.43,0.6123676339912355,-0.19848260322085343,-0.16192270564083142,-2.3,0.52,0.6785971700206418,-1.841710284283252,-0.22804793241968777,35.0,7.0,8.602325267042627,24.788140381197472,-0.7046086275279034,15.014285055701563,-4.312708431601948,-5.9514334635400346,0,0
